name
Addalachchenai 344/C
Addalachchenai Central
Ratugala Ihala
Ratugala North
Ratugala North 280/C
Ratugala North 753/A
Ratugala South
Ratugala South 319/B
Ratugala South 464/A
Ratugala West
Ratugama
Ratugama Central
Ratugama Central 639/B
Ratugama Central 691
Ratugama Central 758/B
Ratugama Central 96/C
Ratugama Central 981/B
Ratugama East
Ratugama Ihala 832/C
Ratugama North
Ratugama North 158/C
Ratugama North 239
Ratugama North 473/A
Ratugama North 615/C
Ratugama Pahala
Ratugama Pahala 2/C
Ratugama Pahala 650/C
Ratugama South 508
Ratugama South 669
Ratugama South 815/C
Ratugama West
Ratugama West 383/C
Ratugama West 688/B
Ratugama West 750/A
Ratugamuwa 170/B
Ratugamuwa 511/B
Ratugamuwa 851/C
Ratugamuwa Central 614/B
Ratugamuwa Ihala 209/B
Ratugamuwa North
Ratugamuwa North 125/C
Ratugamuwa North 182/A
Ratugamuwa Pahala 379/C
Ratugamuwa South
Ratugamuwa South 396/A
Ratugamuwa West 898
Ratugedara 286
Ratugedara Central 81/C
Ratugedara Central 811/C
Ratugedara East 401
Ratugedara East 896
Ratugedara Ihala 139/C
Ratugedara North 603
Ratugedara Pahala 204/C
Ratugedara Pahala 598/C
Ratugedara Pahala 973/B
Ratugedara South 542
Ratugedara West 199/A
Ratugedara West 689/B
Ratugedara West 749
Ratugoda East
Ratugoda East 240/C
Ratugoda East 811
Ratugoda Ihala 291/A
Ratugoda North 74
Ratugoda Pahala 809
Ratugoda South
Ratugoda South 707/C
Ratugoda South 769
Ratuhena
Ratuhena 454
Ratuhena 511
Ratuhena East 603/A
Ratuhena North
Ratuhena Pahala 314
Ratuhena South
Ratuhena South 36/A
Ratuhena West 427/B
Ratuhena West 802/C
Ratukaduwa 572
Ratukaduwa 772/A
Ratukaduwa Central 307/A
Ratukaduwa Central 454
Ratukaduwa East 225/C
Ratukaduwa East 483
Ratukaduwa East 634/C
Ratukaduwa East 701
Ratukaduwa Ihala
Ratukaduwa Ihala 272/A
Ratukaduwa North 409/A
Ratukaduwa Pahala 155/B
Ratukaduwa Pahala 793/C
Ratukaduwa South 553/B
Ratukaduwa South 736/B
Ratukaduwa South 856/B
Ratukaduwa West
Ratukanda 396/C
Ratukanda Central 100/B
Ratukanda Central 248/C
Ratukanda Central 526/B
Ratukanda Central 792/B
Ratukanda East
Ratukanda Ihala
Ratukanda North
Ratukanda South 148/B
Ratukumbura 9/A
Ratukumbura Central
Ratukumbura Central 123
Ratukumbura Central 502/B
Ratukumbura Central 836/A
Ratukumbura Ihala
Ratukumbura Ihala 873/C
Ratukumbura Ihala 94
Ratukumbura North 431/B
Ratukumbura Pahala 172/B
Ratukumbura Pahala 377
Ratukumbura West 612/A
Ratumulla
Ratumulla 545/C
Ratumulla Central 751
Ratumulla Central 77
Ratumulla East 801/A
Ratumulla North
Ratumulla North 580/A
Ratumulla Pahala 107/C
Ratumulla Pahala 659/C
Ratumulla South 937/B
Ratumulla West 178/C
Ratumulla West 742
Ratuoya
Ratuoya Central
Ratuoya Central 993/A
Ratuoya East
Ratuoya Ihala 11/B
Ratuoya North 166
Ratuoya North 270/A
Ratuoya North 796/C
Ratuoya North 900
Ratuoya Pahala
Ratuoya Pahala 128/A
Ratuoya Pahala 747/B
Ratuoya South
Ratuoya West
Ratupitiya 524/A
Ratupitiya 887/B
Ratupitiya Central
Ratupitiya Central 35
Ratupitiya East 438/B
Ratupitiya Ihala
Ratupitiya North
Ratupitiya Pahala 411/C
Ratupitiya Pahala 450/A
Ratupitiya Pahala 548
Ratupitiya West
Ratupitiya West 479/C
Ratupitiya West 511/C
Ratupitiya West 664
Ratupura
Ratupura Ihala 883
Ratupura North
Ratupura North 413
Ratupura Pahala
Ratupura Pahala 268/A
Ratupura South 707/B
Ratupura West
Ratupura West 319
Ratupura West 352
Ratupura West 658/C
Ratupura West 868
Ratutota 938/A
Ratutota Central
Ratutota Ihala
Ratutota Ihala 734
Ratutota North 295
Ratutota Pahala 119/B
Ratutota South
Ratutota South 39/C
Ratutota South 567/C
Ratutota West
Ratutota West 850/C
Ratuwatta Central 472
Ratuwatta Central 536/B
Ratuwatta Pahala 22/C
Ratuwatta Pahala 259
Ratuwatta South
Ratuwatta West
Ratuwatta West 353/B
Ratuwatta West 698
Ratuwatta West 844/A
Ratuwatta West 849/C
Ratuwatta West 958/A
Ratuwela 111
Ratuwela 47/C
Ratuwela Central 499/C
Ratuwela East 605/B
Ratuwela East 627/B
Ratuwela Ihala
Ratuwela North
Ratuwela North 623/B
Ratuwela North 835
Ratuwela North 915/A
Ratuwela North 998
Ratuwela Pahala 848
Ratuwela South 96/B
Ratuwela West 147/C
Ridigama 198
Ridigama Central
Ridigama Central 87
Ridigama East
Ridigama East 5/B
Ridigama Ihala 597/A
Ridigama Ihala 733/A
Ridigama North
Ridigama North 565/B
Ridigama Pahala
Ridigama Pahala 869
Ridigama South 633/C
Ridigama West 847/C
Ridimaliyadda 863/C
Ridimaliyadda Central 998/C
Ridimaliyadda East 139/B
Ridimaliyadda East 144/C
Ridimaliyadda East 307
Ridimaliyadda East 831
Ridimaliyadda East 859/C
Ridimaliyadda Ihala
Ridimaliyadda Ihala 344/A
Ridimaliyadda Ihala 739
Ridimaliyadda North 765
Ridimaliyadda Pahala
Ridimaliyadda Pahala 409
Ridimaliyadda Pahala 989/C
Ridimaliyadda South
Ridimaliyadda West
Ridimaliyadda West 225/B
Ridimaliyadda West 370/C
Rukdeniya 414
Rukdeniya East 219/C
Rukdeniya North 871/B
Rukdeniya Pahala
Rukdeniya Pahala 472/B
Rukdeniya Pahala 494/A
Rukdeniya Pahala 613/A
Rukdeniya Pahala 910/A
Rukdeniya South
Rukdeniya South 395/A
Rukdeniya South 733/B
Rukgala 755/B
Rukgala 827/C
Rukgala Central 224/B
Rukgala Central 287
Rukgala East
Rukgala East 857/C
Rukgala Ihala 330
Rukgala North 142/C
Rukgala Pahala 625/A
Rukgala South
Rukgala South 610/B
Rukgala South 675/A
Rukgala West
Rukgala West 397/C
Rukgama Central
Rukgama Central 188
Rukgama Central 501/A
Rukgama Central 535/B
Rukgama East
Rukgama East 929
Rukgama North 467
Rukgama Pahala
Rukgama West 178/B
Rukgama West 272/C
Rukgama West 491/A
Rukgamuwa
Rukgamuwa 517/A
Rukgamuwa Central 781
Rukgamuwa Central 888/B
Rukgamuwa East 451/C
Rukgamuwa East 606/B
Rukgamuwa East 67/B
Rukgamuwa Ihala
Rukgamuwa Ihala 210/A
Rukgamuwa Ihala 526/A
Rukgamuwa Ihala 544/C
Rukgamuwa Ihala 686
Rukgamuwa Pahala 221
Rukgamuwa Pahala 515
Rukgamuwa Pahala 910/C
Rukgamuwa South
Rukgamuwa South 205
Rukgamuwa South 46/A
Rukgamuwa South 924
Rukgamuwa West 120
Rukgamuwa West 134/B
Rukgamuwa West 322/C
Rukgamuwa West 413/C
Rukgedara Central
Rukgedara East 536/B
Rukgedara Ihala
Rukgedara North
Rukgedara North 209/B
Rukgedara Pahala
Rukgedara South 681/B
Rukgedara South 738/C
Rukgedara South 854/A
Rukgedara West
Rukgedara West 176/C
Rukgedara West 581
Rukgoda
Rukgoda 460/A
Rukgoda Central
Rukgoda Ihala
Rukgoda Ihala 825/A
Rukgoda North 254/C
Rukgoda North 882/C
Rukgoda North 924/C
Rukgoda Pahala
Rukgoda Pahala 941/C
Rukgoda South 142/C
Rukgoda South 663
Rukgoda West 678/A
Rukgoda West 974/B
Rukgoda West 982/B
Rukhena 279/A
Rukhena 60/B
Rukhena Central 826
Rukhena Central 835/B
Rukhena East 103/C
Rukhena Ihala 930
Rukhena North 169
Rukhena North 9
Rukhena Pahala
Rukhena Pahala 248/B
Rukhena West 425/B
Rukhena West 897/C
Rukkaduwa
Rukkaduwa 265
Rukkaduwa Central
Rukkaduwa Central 987
Rukkaduwa East 744/A
Rukkaduwa East 923/B
Rukkaduwa Ihala
Rukkaduwa Ihala 185/C
Rukkaduwa Ihala 28/B
Rukkaduwa North
Rukkaduwa North 647/A
Rukkaduwa North 652/C
Rukkaduwa Pahala
Rukkaduwa Pahala 590
Rukkaduwa Pahala 944/A
Rukkanda Central
Rukkanda Central 186/A
Rukkanda Central 249
Rukkanda Central 769/A
Rukkanda East
Rukkanda East 83/A
Rukkanda East 989/A
Rukkanda Ihala 862/A
Rukkanda Pahala
Rukkanda Pahala 386/A
Rukkanda Pahala 592/C
Rukkanda Pahala 880/A
Rukkanda Pahala 989/B
Rukkanda South 331
Rukkanda South 747/B
Rukkanda West
Rukkanda West 311/C
Rukkanda West 486/C
Rukkumbura 12/C
Rukkumbura 131
Rukkumbura 366/C
Rukkumbura East 48/A
Rukkumbura East 528/A
Rukkumbura East 936/B
Rukkumbura Ihala 118
Rukkumbura Ihala 708
Rukkumbura North
Rukkumbura North 119
Rukkumbura North 245/B
Rukkumbura Pahala
Rukkumbura South
Rukkumbura South 249/C
Rukkumbura South 720
Rukkumbura South 727
Rukkumbura West 996/C
Rukmulla
Rukmulla Central
Rukmulla Ihala
Rukmulla Ihala 79/B
Rukmulla North 116/A
Rukmulla North 540/C
Rukmulla North 980
Rukmulla Pahala
Rukmulla South
Rukmulla South 519
Rukmulla West 301/C
Rukmulla West 335/C
Rukmulla West 623/C
Rukoya 47/B
Rukoya 929/C
Rukoya Central 290/B
Rukoya East 891/C
Rukoya Ihala
Rukoya North 11
Rukoya South 447/A
Rukoya South 967/B
Rukoya West
Rukpitiya 728/A
Rukpitiya Central 949
Rukpitiya East 185/A
Rukpitiya East 280/A
Rukpitiya East 309/B
Rukpitiya East 31/C
Rukpitiya Ihala
Rukpitiya North
Rukpitiya North 429/B
Rukpitiya North 630
Rukpitiya North 635/A
Rukpitiya Pahala
Rukpitiya Pahala 266/A
Rukpitiya Pahala 948/C
Rukpitiya South 303/A
Rukpitiya South 329
Rukpitiya South 385/B
Rukpitiya West
Rukpitiya West 182
Rukpitiya West 344
Rukpitiya West 638/B
Rukpura 138/B
Rukpura 238
Rukpura 520/B
Rukpura Central
Rukpura East
Rukpura East 517/C
Rukpura Ihala
Rukpura Ihala 389/C
Rukpura Ihala 663/B
Rukpura Pahala
Rukpura South 116
Rukpura South 223/A
Rukpura South 382/A
Rukpura South 567/B
Rukpura West 707/A
Ruktota 557/C
Ruktota 750/A
Ruktota Central 274/B
Ruktota Central 514/B
Ruktota Central 892
Ruktota East 408
Ruktota Ihala
Ruktota North
Ruktota North 259
Ruktota North 508/A
Ruktota North 725/B
Ruktota North 870/C
Ruktota Pahala
Ruktota Pahala 114
Ruktota Pahala 842
Ruktota South
Ruktota South 416
Ruktota South 595/A
Ruktota West 19
Rukwatta 841
Rukwatta Central
Rukwatta Central 523/C
Rukwatta Central 949
Rukwatta Central 958/C
Rukwatta North
Rukwatta North 426
Rukwatta Pahala 373/C
Rukwatta Pahala 59/C
Rukwatta South
Rukwela 214/C
Rukwela 22/B
Rukwela 532/C
Rukwela Central
Rukwela Central 767
Rukwela East 616/B
Rukwela East 673
Rukwela East 877/A
Rukwela Ihala 174/A
Rukwela Ihala 436/A
Rukwela North 388/B
Rukwela Pahala
Rukwela South
Rukwela West
Rukwela West 127
Ruwanwella
Ruwanwella Central
Ruwanwella Central 329
Ruwanwella Central 85
Ruwanwella East
Ruwanwella East 555/A
Ruwanwella East 560/A
Ruwanwella East 732/C
Ruwanwella East 769/C
Ruwanwella East 843
Ruwanwella Ihala 300/C
Ruwanwella North
Ruwanwella North 605/C
Ruwanwella Pahala
Ruwanwella Pahala 384/A
Ruwanwella South
Ruwanwella West
Ruwanwella West 17/C
Ruwanwella West 896/B
Sainthamaruthu 575/C
Sainthamaruthu 578
Sainthamaruthu Central 815/A
Sainthamaruthu East 306/B
Sainthamaruthu Ihala 140/B
Sainthamaruthu North
Sainthamaruthu North 447
Sainthamaruthu Pahala 503/C
Sainthamaruthu Pahala 696/A
Sainthamaruthu South
Sainthamaruthu South 536/C
Sainthamaruthu West
Sainthamaruthu West 251/C
Sainthamaruthu West 54/A
Sainthamaruthu West 851/C
Sainthamaruthu West 907/A
Samanthurai
Samanthurai 760/B
Samanthurai Central
Samanthurai Central 207
Samanthurai East
Samanthurai East 458/C
Samanthurai Ihala
Samanthurai North 446
Samanthurai South 145/C
Samanthurai South 434/A
Samanthurai West
Samanthurai West 214/C
Sandilipay 627/C
Sandilipay Central
Sandilipay Central 161/A
Sandilipay Central 329/A
Sandilipay East 948
Sandilipay Ihala
Sandilipay Ihala 267/B
Sandilipay Ihala 378/A
Sandilipay North 223/A
Sandilipay North 520/A
Sandilipay North 529/A
Sandilipay North 923
Sandilipay Pahala
Sandilipay South
Sandilipay South 948/C
Sandilipay West
Sandilipay West 530/C
Sandilipay West 699/B
Seethawaka
Seethawaka 114/A
Seethawaka 826/A
Seethawaka Central
Seethawaka Central 122/A
Seethawaka East 520/A
Seethawaka East 954/B
Seethawaka Ihala 705/A
Seethawaka North 252/A
Seethawaka Pahala
Seethawaka Pahala 410/B
Seethawaka Pahala 433/B
Seruvila
Seruvila 103/B
Seruvila 345
Seruvila Central
Seruvila Central 557
Seruvila East
Seruvila East 205/B
Seruvila East 432/A
Seruvila East 517
Seruvila East 532/A
Seruvila Ihala
Seruvila Ihala 116/A
Seruvila Ihala 193/B
Seruvila Ihala 581/A
Seruvila Ihala 703/B
Seruvila North
Seruvila North 299/A
Seruvila Pahala
Seruvila Pahala 796/B
Seruvila South 210/B
Seruvila West 102/B
Seruvila West 772
Sewanagala 152/B
Sewanagala 200/C
Sewanagala 773
Sewanagala Central
Sewanagala East
Sewanagala East 34
Sewanagala East 881/C
Sewanagala Ihala
Sewanagala North 154/C
Sewanagala North 182/B
Sewanagala North 193
Sewanagala North 800/A
Sewanagala Pahala
Sewanagala Pahala 757
Sewanagala South
Sewanagala South 312
Sewanagala South 357/C
Sewanagala South 889/A
Siyambalanduwa 475
Siyambalanduwa 710/B
Siyambalanduwa 841
Siyambalanduwa East 711/C
Siyambalanduwa Ihala
Siyambalanduwa Ihala 177
Siyambalanduwa Ihala 578/B
Siyambalanduwa Ihala 663/A
Siyambalanduwa Ihala 967/C
Siyambalanduwa North
Siyambalanduwa North 585/A
Siyambalanduwa Pahala 113/B
Siyambalanduwa Pahala 633/C
Siyambalanduwa South
Siyambalanduwa West 336/A
Soranathota
Soranathota 21
Soranathota Central 329
Soranathota Central 777/A
Soranathota Central 830/B
Soranathota East 620
Soranathota East 765/A
Soranathota Ihala 202/A
Soranathota Ihala 286
Soranathota Ihala 701
Soranathota Ihala 715/C
Soranathota North
Soranathota North 13
Soranathota North 17
Soranathota Pahala
Soranathota Pahala 261/A
Soranathota Pahala 684/A
Soranathota Pahala 713/A
Soranathota South
Soranathota West
Soranathota West 505/B
Soranathota West 995
Sududeniya 68/C
Sududeniya Central 267/B
Sududeniya East
Sududeniya East 63
Sududeniya Ihala 257
Sududeniya Ihala 676
Sududeniya Ihala 90/B
Sududeniya North
Sududeniya Pahala
Sududeniya Pahala 293/C
Sududeniya Pahala 445/C
Sududeniya Pahala 468/A
Sududeniya South
Sududeniya West
Sudugala 174/B
Sudugala 707/C
Sudugala 752
Sudugala Central
Sudugala Central 380/B
Sudugala Central 991
Sudugala East 375/C
Sudugala East 765/A
Sudugala Ihala
Sudugala Pahala
Sudugala Pahala 13/A
Sudugala South 358/B
Sudugala South 462/A
Sudugala South 734/A
Sudugala West 670/B
Sudugala West 763/A
Sudugala West 793/C
Sudugama
Sudugama 360
Sudugama 803/C
Sudugama East 474/B
Sudugama Ihala
Sudugama Ihala 751/A
Sudugama North
Sudugama North 573/B
Sudugama South 541
Sudugama South 872/A
Sudugama South 933/A
Sudugama West 889
Sudugamuwa 233/C
Sudugamuwa Central
Sudugamuwa Central 189
Sudugamuwa Central 467/C
Sudugamuwa Central 661
Sudugamuwa East 293/A
Sudugamuwa East 964/B
Sudugamuwa Ihala 195/C
Sudugamuwa Ihala 247/A
Sudugamuwa Ihala 789/A
Sudugamuwa North
Sudugamuwa North 823/C
Sudugamuwa Pahala 111/A
Sudugamuwa Pahala 146
Sudugamuwa Pahala 194
Sudugamuwa Pahala 373/B
Sudugamuwa South
Sudugamuwa South 168/A
Sudugamuwa South 550/B
Sudugamuwa West 439/B
Sudugedara Central 381/C
Sudugedara Central 499
Sudugedara Central 600/A
Sudugedara Central 752
Sudugedara East 596/C
Sudugedara East 997/B
Sudugedara Ihala 156/B
Sudugedara North
Sudugedara North 49/A
Sudugedara North 892/C
Sudugedara Pahala 199/A
Sudugedara Pahala 60/C
Sudugedara Pahala 629
Sudugedara South 49/B
Sudugedara West
Sudugoda 741/C
Sudugoda Central
Sudugoda Central 500/C
Sudugoda Central 740
Sudugoda East
Sudugoda East 301/A
Sudugoda East 507
Sudugoda North 773
Sudugoda Pahala 916
Sudugoda South 215/C
Sudugoda South 443/A
Sudugoda South 795/C
Sudugoda South 912/C
Sudugoda West
Sudugoda West 514/B
Sudugoda West 616/C
Suduhena 420
Suduhena Central
Suduhena Central 142/C
Suduhena Central 200/B
Suduhena Central 761
Suduhena East 574/C
Suduhena East 750/A
Suduhena Ihala
Suduhena Ihala 677
Suduhena North
Suduhena North 493/A
Suduhena Pahala 57/B
Suduhena Pahala 995/A
Suduhena South 275/B
Suduhena South 736/A
Suduhena West
Suduhena West 63/B
Suduhena West 750/C
Suduhena West 914/B
Sudukaduwa
Sudukaduwa 175/C
Sudukaduwa Ihala
Sudukaduwa Ihala 33/C
Sudukaduwa North
Sudukaduwa North 430
Sudukaduwa North 577
Sudukaduwa North 653/C
Sudukaduwa Pahala
Sudukaduwa Pahala 219/B
Sudukaduwa Pahala 4/B
Sudukaduwa Pahala 751
Sudukaduwa South
Sudukaduwa West
Sudukaduwa West 708/B
Sudukaduwa West 807/A
Sudukanda 64/C
Sudukanda Central
Sudukanda Central 19/C
Sudukanda Central 27/C
Sudukanda Central 368/B
Sudukanda Ihala 287/A
Sudukanda Ihala 374/B
Sudukanda Ihala 593/B
Sudukanda North 801/C
Sudukanda South
Sudukanda South 515
Sudukumbura 590
Sudukumbura 592/B
Sudukumbura Central
Sudukumbura East 386/B
Sudukumbura Ihala 675
Sudukumbura Ihala 996/B
Sudukumbura North
Sudukumbura North 891/C
Sudukumbura Pahala 165/B
Sudukumbura Pahala 504/C
Sudukumbura Pahala 781
Sudukumbura South
Sudukumbura West 339
Sudumulla Central 231/C
Sudumulla East 709
Sudumulla Pahala
Sudumulla South 210/B
Sudumulla West 326
Sudumulla West 597/B
Suduoya
Suduoya Central
Suduoya East 946/C
Suduoya North 758/A
Suduoya Pahala 211/A
Suduoya South
Suduoya West
Suduoya West 291/B
Suduoya West 892
Sudupitiya
Sudupitiya 953/A
Sudupitiya East
Sudupitiya East 173/B
Sudupitiya East 426/C
Sudupitiya East 815
Sudupitiya Ihala 80/B
Sudupitiya North
Sudupitiya North 364/A
Sudupitiya North 660/B
Sudupitiya Pahala
Sudupitiya West 209
Sudupura
Sudupura Central
Sudupura Central 20/B
Sudupura East
Sudupura East 173/C
Sudupura East 228
Sudupura East 878/B
Sudupura Ihala 66/A
Sudupura Ihala 9/C
Sudupura North
Sudupura Pahala
Sudupura Pahala 165/B
Sudupura Pahala 491/A
Sudupura Pahala 562/A
Sudupura Pahala 704/A
Sudupura South 224
Sudupura South 79/C
Sudupura South 808/B
Sudupura West 826/A
Sudutota Central 457
Sudutota Central 941/B
Sudutota East
Sudutota Ihala
Sudutota Ihala 820/B
Sudutota Pahala 885/A
Sudutota South 641/C
Suduwatta 408
Suduwatta 562/B
Suduwatta Central 784/A
Suduwatta East 271/B
Suduwatta East 284/B
Suduwatta East 542/B
Suduwatta Ihala
Suduwatta Ihala 143/C
Suduwatta Ihala 644
Suduwatta North
Suduwatta North 382/B
Suduwatta Pahala
Suduwatta Pahala 761/A
Suduwatta South 52/B
Suduwatta South 7/C
Suduwatta South 780/B
Suduwatta South 862/C
Suduwatta West 507/A
Suduwela 120/B
Suduwela 906/A
Suduwela 928/B
Suduwela Central
Suduwela Central 290/C
Suduwela East
Suduwela Ihala
Suduwela Ihala 383/C
Suduwela Ihala 45/B
Suduwela Ihala 698/B
Suduwela Pahala 33/C
Suduwela Pahala 834/A
Suduwela South
Suduwela South 525/C
Suduwela South 776/C
Suduwela West
Suduwela West 288/C
Suduwela West 486/B
Tangalle 894/C
Tangalle 910/A
Tangalle East
Tangalle East 110/C
Tangalle East 257/C
Tangalle East 662/A
Tangalle East 875/C
Tangalle Ihala
Tangalle Ihala 12/B
Tangalle Ihala 851
Tangalle North
Tangalle North 319/A
Tangalle Pahala 206/A
Tangalle Pahala 323
Tangalle Pahala 500/B
Tangalle Pahala 551
Tangalle Pahala 593/B
Tangalle Pahala 668/B
Tangalle South 429/B
Tangalle South 443/B
Tangalle West
Tangalle West 700/C
Tangalle West 847/C
Tangalle West 851
Tellippalai
Tellippalai 589/A
Tellippalai 668/B
Tellippalai 81/A
Tellippalai 914/C
Tellippalai Central 155
Tellippalai Central 17/A
Tellippalai East
Tellippalai East 649/A
Tellippalai East 803/B
Tellippalai East 86/A
Tellippalai Ihala
Tellippalai Ihala 266/B
Tellippalai Ihala 75/A
Tellippalai Ihala 851/C
Tellippalai North
Tellippalai North 948/B
Tellippalai Pahala
Tellippalai Pahala 582/B
Tellippalai Pahala 777/A
Tellippalai South
Tellippalai South 642
Tellippalai South 645/B
Tellippalai West 413/C
Tellippalai West 882/B
Tellippalai West 948/B
Thaladeniya 257/C
Thaladeniya 342/B
Thaladeniya 575/C
Thaladeniya 902/C
Thaladeniya Central 510/A
Thaladeniya East 535/B
Thaladeniya East 979/C
Thaladeniya Ihala
Thaladeniya Ihala 670
Thaladeniya North
Thaladeniya North 43
Thaladeniya Pahala
Thaladeniya Pahala 319
Thaladeniya Pahala 742/A
Thaladeniya South
Thaladeniya South 636/C
Thalagala Central 599
Thalagala East 332/A
Thalagala East 751
Thalagala Ihala 488
Thalagala Ihala 523/C
Thalagala Ihala 971/C
Thalagala North
Thalagala North 778/A
Thalagala Pahala 61/B
Thalagala South
Thalagala South 167/A
Thalagala South 835/A
Thalagala West
Thalagala West 615
Thalagala West 668/C
Thalagala West 848/C
Thalagala West 877
Thalagama 129/A
Thalagama 430/A
Thalagama 473
Thalagama 706
Thalagama Central 827/C
Thalagama East
Thalagama East 354/C
Thalagama East 644/C
Thalagama Ihala
Thalagama Ihala 837
Thalagama Ihala 908/C
Thalagama North
Thalagama West 496/B
Thalagama West 731
Thalagama West 879/B
Thalagama West 88/A
Thalagamuwa 291/A
Thalagamuwa 545/A
Thalagamuwa Central 232
Thalagamuwa Central 514/C
Thalagamuwa Central 572
Thalagamuwa Central 868/A
Thalagamuwa East 107
Thalagamuwa Ihala
Thalagamuwa Ihala 29
Thalagamuwa Ihala 370/C
Thalagamuwa Ihala 92/A
Thalagamuwa Ihala 997/B
Thalagamuwa North 53/C
Thalagamuwa Pahala
Thalagamuwa Pahala 98/B
Thalagamuwa South 144/B
Thalagamuwa South 175/C
Thalagamuwa South 240/A
Thalagedara Central 265/A
Thalagedara Central 449
Thalagedara Central 465/A
Thalagedara Central 870/A
Thalagedara Ihala
Thalagedara Ihala 424/C
Thalagedara Ihala 711/B
Thalagedara North 204
Thalagedara North 211/B
Thalagedara North 242/A
Thalagedara Pahala 210/A
Thalagedara Pahala 565/A
Thalagedara South 300/B
Thalagedara West 716/B
Thalagoda
Thalagoda 544/B
Thalagoda 64/A
Thalagoda Central
Thalagoda Ihala
Thalagoda North 21/A
Thalagoda Pahala
Thalagoda South
Thalagoda South 742/B
Thalahena
Thalahena 49/A
Thalahena Central
Thalahena Central 101/C
Thalahena Central 344/C
Thalahena Central 585/C
Thalahena Central 981
Thalahena East 498
Thalahena East 82/B
Thalahena Ihala
Thalahena Ihala 493/B
Thalahena Ihala 550/B
Thalahena Ihala 794/A
Thalahena North
Thalahena North 133/A
Thalahena North 238/B
Thalahena North 933/A
Thalahena Pahala 874/C
Thalahena South 341/C
Thalahena South 725
Thalahena South 972/C
Thalahena West 142
Thalahena West 834
Thalakaduwa Central
Thalakaduwa Central 125
Thalakaduwa Central 880/B
Thalakaduwa East
Thalakaduwa East 245
Thalakaduwa East 914
Thalakaduwa Ihala
Thalakaduwa Ihala 628/C
Thalakaduwa Ihala 932
Thalakaduwa North 689
Thalakaduwa Pahala 931/C
Thalakaduwa South 812
Thalakanda
Thalakanda 375/B
Thalakanda 542/B
Thalakanda East
Thalakanda East 709/A
Thalakanda Ihala
Thalakanda North 270
Thalakanda North 320
Thalakanda Pahala
Thalakanda South
Thalakanda South 387/A
Thalakanda South 61/B
Thalakanda South 911
Thalakanda West
Thalakanda West 424
Thalakanda West 692
Thalakumbura
Thalakumbura 134/C
Thalakumbura 476
Thalakumbura Central 261/A
Thalakumbura Central 417/A
Thalakumbura Ihala 464
Thalakumbura Ihala 519/C
Thalakumbura North 406/C
Thalakumbura North 979
Thalakumbura Pahala
Thalakumbura Pahala 728/B
Thalakumbura South 290/B
Thalakumbura West
Thalakumbura West 688/B
Thalamulla
Thalamulla Central 131
Thalamulla East 82/B
Thalamulla East 859/B
Thalamulla Ihala 92
Thalamulla North 526/A
Thalamulla North 593
Thalamulla South 719/B
Thalamulla West
Thalamulla West 610
Thalaoya East
Thalaoya East 589
Thalaoya East 66
Thalaoya Ihala 411/B
Thalaoya North
Thalaoya North 582/B
Thalaoya Pahala 190
Thalaoya Pahala 449/A
Thalaoya South 846/A
Thalaoya West
Thalapitiya
Thalapitiya 237
Thalapitiya 501/B
Thalapitiya 914/B
Thalapitiya Central
Thalapitiya East
Thalapitiya East 471/A
Thalapitiya Ihala
Thalapitiya Ihala 427/A
Thalapitiya North
Thalapitiya North 169
Thalapitiya North 431
Thalapitiya North 487/A
Thalapitiya Pahala
Thalapitiya South 121/C
Thalapitiya South 665/A
Thalapitiya South 668/A
Thalapitiya West 444/B
Thalapitiya West 448/C
Thalapitiya West 548/B
Thalapitiya West 858/A
Thalapura 95/C
Thalapura Central
Thalapura Central 11
Thalapura Central 409/B
Thalapura East
Thalapura East 557/C
Thalapura Ihala 801
Thalapura Ihala 924/C
Thalapura North 886/C
Thalapura Pahala 925
Thalapura Pahala 932/A
Thalapura South
Thalapura South 734/C
Thalapura South 825/C
Thalapura South 952
Thalapura West 642
Thalatota 15/A
Thalatota Central
Thalatota Central 648
Thalatota East
Thalatota North 588
Thalatota Pahala 266/A
Thalatota South 760/B
Thalawatta Central 463
Thalawatta Central 956
Thalawatta Ihala 230
Thalawatta Ihala 299/B
Thalawatta Ihala 63/A
Thalawatta North 217/B
Thalawatta Pahala
Thalawatta South 591/C
Thalawela
Thalawela 232/A
Thalawela Central
Thalawela Central 191/B
Thalawela Central 246/C
Thalawela Central 734/B
Thalawela East 727
Thalawela Ihala
Thalawela Ihala 219
Thalawela North 381/A
Thalawela Pahala
Thalawela South
Thamankaduwa
Thamankaduwa 636/C
Thamankaduwa Central 663/C
Thamankaduwa East
Thamankaduwa East 162/B
Thamankaduwa East 253
Thamankaduwa East 352
Thamankaduwa Ihala 721/A
Thamankaduwa Ihala 766/B
Thamankaduwa Ihala 782
Thamankaduwa North
Thamankaduwa North 580
Thamankaduwa Pahala
Thamankaduwa Pahala 1/B
Thamankaduwa Pahala 537/C
Thamankaduwa South
Thamankaduwa South 30
Thamankaduwa South 336
Thamankaduwa South 712/C
Thamankaduwa South 992
Thamankaduwa West
Thamankaduwa West 198
Thamankaduwa West 264/B
Thamankaduwa West 271/A
Thamankaduwa West 647/A
Thambuttegama
Thambuttegama 494/C
Thambuttegama 55
Thambuttegama 625/A
Thambuttegama 864/B
Thambuttegama Central
Thambuttegama Central 542/A
Thambuttegama Central 594/A
Thambuttegama East
Thambuttegama East 279/A
Thambuttegama Ihala 25/C
Thambuttegama Ihala 38
